PE,AT,V,AP,RH
473.46999999999997,12.33,45.51,1016.49,79.2
435.5559999999999,24.02,77.54,1008.33,83.92
477.398,9.37,38.56,1016.84,62.07
472.076,11.26,44.92,1023.63,88.99
434.45799999999997,30.12,69.71,1009.1,52.02
489.36,4.65,35.19,1018.23,94.78
434.922,28.21,70.8,1010.45,77.92
435.54200000000003,30.83,71.58,1009.92,48.8
488.17,6.59,39.37,1020.34,77.92
450.25,21.84,64.69,1007.57,77.34
432.07,31.63,70.17,999.4,59.94
487.78,4.7,39.9,1007.45,91.02
433.808,31.11,75.33,1002.32,64.25
457.53,18.21,41.23,993.11,62.29
479.62000000000006,9.82,39.64,1010.79,69.22
460.16,16.77,38.01,1023.04,65.5
458.438,16.88,39.99,1007.08,74.29
442.02,21.08,70.32,1011.39,88.79
435.25600000000003,22.79,69.13,1010.87,91.47
439.604,26.96,62.39,1008.14,73.95
436.96,30.87,67.32,1013.78,34.54
459.39,19.74,45.38,1015.11,80.67
438.88,24.22,71.14,1009.38,64.53
462.246,16.27,44.21,1020.56,82.22
463.392,14.41,46.18,1016.25,88.88
481.41,10.48,41.38,1021.97,65.22
467.662,14.24,44.84,1023.6,94.06
437.86,23.08,74.78,1009.85,83.67
429.84,25.77,73.68,1014.18,87.53
453.55,17.94,62.1,1019.81,82.65
479.28,9.43,41.4,1028.42,84.92
457.12,13.98,41.79,1010.6,83.84
445.828,25.02,47.45,1008.07,60.42
437.46,30.99,69.82,1009.41,50.84
449.14399999999995,17.17,63.09,1020.54,95.98
459.76,19.4,42.44,1013.19,58.63
443.74799999999993,24.1,68.08,1012.73,65.24
470.45,12.07,39.99,1009.7,93.27
481.08,9.55,40.72,1023.12,68.06
470.93,9.57,52.75,1022.32,75.4
442.946,21.74,70.32,1011.88,85.95
434.7339999999999,30.99,68.51,1008.0,71.35
455.83,17.88,45.87,1008.39,93.63
458.09000000000003,17.51,53.16,1013.13,82.86
484.42,7.79,43.13,1019.67,85.35
430.812,31.56,66.44,1008.91,64.16
435.148,30.58,68.84,1011.34,51.29
470.45,13.35,39.64,1010.1,93.3
444.258,17.9,67.71,1004.3,89.59
444.89,21.94,50.32,1008.44,86.98
431.58600000000007,31.49,69.13,1009.33,53.9
480.092,8.48,42.49,1010.77,88.68
431.24,26.85,73.77,1001.2,90.13
447.93,26.75,60.96,1012.05,56.77
445.046,24.91,64.45,1013.02,42.34
440.04800000000006,23.03,68.08,1012.63,70.37
470.62,12.99,40.55,1007.52,94.15
448.646,23.79,48.06,1012.92,60.03
444.23,23.42,63.07,1011.72,75.81
431.454,32.09,69.4,1003.1,56.91
444.3540000000001,21.78,51.43,1007.45,88.71
430.04200000000003,31.92,69.13,1000.77,58.91
447.12,22.79,50.78,1008.65,58.39
469.03,10.52,42.18,1014.9,95.67
484.78,7.64,42.28,1008.46,84.29
466.11800000000005,15.8,41.2,1016.08,77.83
456.77,17.3,46.21,1013.56,87.57
453.39399999999995,18.26,61.27,1019.1,74.74
457.98,14.03,41.79,1008.07,83.32
442.96999999999997,24.55,58.86,1015.22,60.53
443.924,24.6,57.32,1012.48,45.14
436.0,25.04,70.36,1006.56,75.91
439.58600000000007,32.31,62.04,1010.45,38.01
454.15,21.17,64.15,1021.25,62.38
475.01,9.15,40.11,1023.82,75.4
446.56,27.34,63.78,1016.5,48.4
470.97200000000004,11.7,43.41,1016.08,62.27
438.1,27.58,73.06,1009.63,88.31
455.562,20.53,54.9,1016.61,61.28
478.04800000000006,9.55,41.44,1015.07,85.94
481.24,9.94,41.44,1015.21,87.02
486.822,6.71,40.72,1022.78,80.69
438.27799999999996,31.09,64.05,1011.32,61.14
467.24799999999993,17.23,40.12,1013.52,81.55
448.17,18.27,58.2,1018.34,72.73
477.38,9.06,36.3,1015.14,58.71
470.1940000000001,14.66,41.66,1012.89,62.41
445.384,23.79,58.2,1016.77,55.88
439.566,31.33,58.9,1003.77,52.34
470.35999999999996,10.26,43.14,1019.68,98.97
432.62,33.75,64.96,1002.54,39.28
454.35,18.72,60.07,1015.81,70.55
441.198,20.71,58.18,1007.63,98.44
433.18,28.87,71.97,1008.74,82.61
464.6,12.63,48.04,1013.0,100.13
469.12,13.69,34.03,1018.45,65.76
448.38800000000003,20.3,67.32,1013.49,80.9
471.24,14.93,42.44,1012.65,86.8
431.53,25.43,69.13,1002.2,86.44
433.64,24.85,71.98,1005.97,95.09
460.47,14.67,45.01,1014.28,67.91
487.87,3.63,38.44,1016.16,87.38
432.0,28.54,72.99,1007.42,67.87
468.4,15.26,41.2,1016.0,76.06
429.33,29.88,68.08,1011.14,55.78
488.966,5.65,40.72,1022.46,85.17
477.446,9.2,39.82,1013.19,91.25
455.51000000000005,18.85,44.63,1009.06,84.75
442.48,28.16,61.47,1009.19,62.53
468.80199999999996,13.15,42.44,1014.51,99.53
458.072,16.97,50.9,1012.31,82.65
462.26,17.33,42.28,1007.97,50.33
460.37,17.39,46.21,1013.94,82.73
440.92,26.26,65.06,1013.58,52.72
466.5299999999999,13.72,45.01,1014.07,77.0
473.39,10.99,44.63,1020.67,90.09
475.86,8.94,41.74,1022.55,90.74
445.34400000000005,22.5,59.43,1010.31,72.17
440.134,23.62,68.63,1013.18,50.57
462.53,17.17,44.68,1018.72,83.58
471.258,12.47,38.25,1012.74,82.89
458.40199999999993,16.65,46.18,1010.6,95.69
437.97,24.56,71.94,1006.81,89.59
444.52,25.49,47.45,1007.89,57.04
478.16,7.33,40.0,1018.96,80.76
463.93,20.52,43.79,1015.9,68.1
465.842,13.61,41.16,1020.49,75.09
458.19,22.5,45.38,1014.11,65.08
440.63800000000003,28.24,65.27,1013.43,48.74
436.32399999999996,30.04,67.25,1017.65,52.84
467.68,14.38,44.84,1024.59,81.68
441.654,24.78,68.63,1013.96,43.7
455.28,19.99,40.79,1003.15,87.55
463.73199999999997,16.01,43.69,1017.12,62.43
429.17600000000004,29.09,72.43,1006.86,65.47
470.31,13.31,40.03,1017.73,84.48
432.354,33.34,69.88,1007.65,42.72
442.86800000000005,26.88,59.21,1013.54,58.13
462.16,15.69,37.87,1022.63,87.71
431.95,27.58,78.05,1010.83,94.98
449.562,20.51,63.86,1020.65,75.36
470.67,13.56,39.52,1016.61,78.35
446.2,22.64,59.27,1012.58,83.55
434.27,30.29,71.58,1010.01,54.03
465.12199999999996,10.15,41.62,1015.86,97.4
447.49,23.07,57.5,1015.7,75.47
478.954,7.29,40.96,1023.01,90.78
439.71399999999994,25.34,69.48,1008.4,74.79
447.93,19.66,58.79,1017.17,84.16
457.94,17.77,56.53,1019.57,79.89
466.17,14.34,42.86,1031.75,66.81
469.68,14.4,42.99,1010.3,89.72
453.17600000000004,18.31,62.1,1020.38,79.02
468.41399999999993,13.56,40.03,1017.73,83.76
483.04400000000004,6.17,41.31,1002.49,87.59
449.45,25.04,51.95,1005.56,66.53
465.072,14.49,41.16,1000.5,82.17
450.968,22.31,43.43,1010.64,56.44
459.87,16.38,46.97,1013.6,73.67
446.81200000000007,23.48,65.12,1015.82,60.83
469.6,11.58,39.69,1005.17,86.55
461.82,14.74,43.99,1023.13,86.31
465.2,15.33,42.28,1008.19,66.15
436.48999999999995,26.14,69.14,1007.1,88.27
435.338,32.86,68.51,1008.43,46.78
435.54,28.88,63.76,1010.16,56.34
439.31,27.59,54.2,1013.1,51.61
443.0,21.85,69.94,1010.89,79.4
488.22,6.58,43.02,1014.03,84.95
456.56,20.38,62.52,1017.85,75.56
476.54,9.53,38.18,1018.43,75.33
457.98,16.76,53.16,1014.13,81.87
434.012,32.31,68.94,1006.11,71.78
471.36,10.22,39.96,1025.05,96.05
479.008,10.72,39.35,1015.35,86.43
452.53000000000003,21.68,64.15,1021.09,70.88
444.95599999999996,21.13,51.43,1007.43,88.72
434.82,29.14,75.23,1010.15,54.87
474.97,12.04,43.69,1016.58,80.16
474.28,10.1,41.4,1024.29,85.94
431.70599999999996,28.72,68.14,1005.82,46.52
443.84,28.84,60.23,1009.7,59.0
446.84400000000005,18.68,52.84,1004.65,88.27
458.78,16.5,44.63,1020.58,64.11
442.146,27.18,64.44,1012.81,61.27
451.27200000000005,20.08,58.79,1017.32,81.59
456.03,19.64,56.65,1020.79,73.88
430.19,27.77,62.26,1010.88,66.45
432.442,31.4,71.06,1008.44,74.77
484.596,3.68,39.64,1011.31,84.05
470.79200000000003,11.89,40.03,1019.53,89.48
486.64400000000006,7.63,40.56,1023.13,81.01
434.10200000000003,26.38,71.73,1010.04,69.45
446.91,22.89,48.98,1014.55,48.21
460.246,17.98,53.29,1018.29,83.46
461.654,14.22,48.6,1006.26,88.05
453.74,22.35,57.76,1017.92,68.18
444.312,22.2,57.17,1009.82,78.43
458.0,16.89,49.21,1015.19,70.39
445.492,22.51,59.21,1018.35,71.97
466.25,15.11,42.99,1007.53,85.75
434.52199999999993,25.15,73.67,1007.42,85.48
465.61,15.47,44.9,1021.59,81.74
475.704,11.1,40.0,1021.29,86.58
447.378,20.78,60.84,1018.66,80.4
445.04400000000004,20.94,68.12,1012.43,78.2
484.832,5.52,42.85,1012.77,93.82
466.63199999999995,16.19,36.99,1007.37,92.4
433.994,27.06,72.58,1009.24,90.31
455.57,19.92,48.98,1014.32,64.99
452.91799999999995,18.53,61.27,1019.84,75.22
472.4240000000001,12.21,41.67,1012.88,85.19
476.872,11.59,40.05,1014.96,86.22
431.87,26.61,72.43,1007.71,75.82
458.36,18.4,44.92,1024.88,64.89
441.34,24.8,66.51,1016.74,65.72
437.784,25.47,60.75,1007.27,65.91
431.58,28.57,75.33,1003.16,76.14
433.93199999999996,31.01,73.5,1010.92,48.61
445.91399999999993,24.38,57.17,1009.85,74.46
439.98199999999997,28.46,60.23,1010.2,63.38
454.98,18.16,43.72,1008.64,75.22
474.63800000000003,10.6,41.17,1018.38,87.92
439.062,24.19,68.94,1007.37,70.83
470.66999999999996,12.2,39.72,1018.07,54.83
437.60200000000003,27.95,73.5,1010.42,58.01
433.404,30.38,71.58,1010.17,50.45
446.81399999999996,28.48,54.2,1013.14,49.51
469.73,11.3,43.14,1019.56,99.83
434.68199999999996,29.19,70.32,1008.28,55.42
433.56200000000007,30.75,71.22,1006.47,48.06
468.592,12.37,43.22,1009.1,76.06
443.73,25.75,60.95,1014.75,53.3
438.49,28.18,67.17,1006.84,75.55
437.842,21.89,74.93,1016.11,77.88
445.3,24.79,50.78,1008.78,61.88
436.044,30.86,70.32,1011.88,62.68
466.994,13.51,43.22,1009.63,75.02
434.244,29.35,68.31,1010.46,46.2
449.8460000000001,19.98,60.77,1017.72,90.71
458.20200000000006,21.77,42.23,1013.03,67.44
468.198,12.43,41.62,1011.87,80.57
484.596,3.4,39.64,1011.1,83.43
438.28600000000006,24.73,74.22,1010.15,79.83
437.04200000000003,25.54,70.47,1009.28,73.5
442.51000000000005,25.88,63.73,1009.48,77.17
439.04,23.07,70.47,1008.64,83.37
435.66,30.66,70.98,1007.6,72.08
459.75,13.77,41.58,1020.63,72.94
475.418,12.57,43.8,1023.2,56.85
432.97799999999995,31.1,71.32,1008.09,45.87
443.76,22.24,64.27,1012.97,89.54
438.24,29.08,52.84,1006.14,40.09
455.29,19.35,39.72,1002.5,51.24
440.32199999999995,28.88,54.89,1007.16,46.6
434.39799999999997,31.7,70.36,1006.26,58.18
469.18,13.25,44.92,1024.11,89.34
461.282,18.55,41.1,1002.02,65.16
435.18600000000004,28.69,71.29,1009.22,68.35
467.98199999999997,13.74,42.74,1029.54,70.0
443.526,23.97,64.33,1010.54,84.65
460.44,18.44,39.72,1001.14,66.83
450.134,16.88,56.89,1014.01,82.1
466.06,12.82,46.18,1018.53,88.46
484.70200000000006,7.18,38.56,1016.49,70.37
446.09,24.34,62.96,1019.7,61.44
439.814,26.63,62.44,1010.86,70.82
471.64,11.43,41.16,1022.81,92.04
433.65,27.24,66.75,1017.78,69.6
463.57,15.01,42.77,1018.21,73.22
479.2,11.21,40.75,1016.45,86.14
434.96,31.46,71.8,1010.75,54.88
466.158,13.65,42.86,1015.41,87.67
468.02,9.57,39.82,1013.12,89.15
473.2320000000001,11.46,44.85,1014.3,63.24
441.58,25.03,60.84,1017.69,59.23
464.88,14.6,44.84,1023.58,88.21
432.93,28.88,73.68,1015.25,47.73
467.662,13.82,44.84,1023.72,95.24
486.57,7.87,41.06,1020.91,87.64
476.84800000000007,2.34,39.42,1028.47,69.68
439.89,23.58,70.04,1010.95,76.32
436.96400000000006,21.49,70.32,1009.07,92.25
465.5,15.84,41.66,1009.69,62.81
441.258,25.82,61.08,1013.64,66.4
474.726,10.18,40.81,1015.79,81.42
436.5,28.4,69.34,1009.76,70.4
474.94,12.35,41.38,1021.99,55.38
466.73,16.52,43.7,1015.08,58.36
474.65,9.6,42.03,1017.66,92.27
486.76,7.54,38.56,1016.49,69.1
475.20799999999997,8.04,41.92,1029.7,92.21
466.95,11.82,41.26,1020.74,91.14
454.25999999999993,21.62,48.78,1020.06,85.09
464.52,15.41,44.78,1007.69,65.17
442.396,26.47,63.13,1013.72,79.4
437.76599999999996,31.5,74.16,1011.72,56.42
466.83,12.24,49.83,1007.9,94.28
463.97799999999995,13.52,41.44,1015.81,65.97
480.05,10.02,39.66,1016.34,79.98
453.4,21.01,44.05,1010.61,64.12
476.55,8.35,43.52,1022.78,97.34
470.84799999999996,14.12,39.52,1016.79,75.89
436.20799999999997,35.2,73.56,1006.56,45.72
434.27799999999996,25.28,72.39,1002.28,89.43
471.32,14.3,41.93,1020.6,65.38
456.92600000000004,19.32,52.9,1016.86,68.2
446.36199999999997,22.04,69.51,1013.25,56.15
442.0,28.07,66.17,1010.58,64.11
450.31,23.09,60.95,1015.02,68.78
435.9,27.17,61.25,1013.03,70.43
432.012,26.44,71.64,1004.55,85.53
440.2,27.23,44.05,1005.69,58.91
462.716,17.68,40.89,1011.24,61.37
434.01,27.18,79.05,1008.99,94.32
435.592,27.89,68.12,1012.78,48.72
461.28600000000006,13.5,54.3,1016.2,77.46
444.2,28.11,66.17,1010.51,65.16
433.40600000000006,28.75,70.02,1010.33,46.55
433.63,25.56,74.99,1005.41,85.75
470.96,12.84,50.59,1020.08,88.08
456.85,20.18,56.53,1020.3,77.1
436.24,25.65,69.45,1013.95,50.42
453.4,21.08,52.05,1012.28,45.25
468.92,14.33,45.51,1015.42,71.55
442.746,29.13,62.26,1010.51,52.94
425.34,31.73,74.67,1016.38,44.51
455.69,18.0,53.16,1013.02,82.47
475.37,12.39,44.58,1016.38,84.95
440.58,28.26,63.13,1012.0,68.35
466.412,14.59,42.44,1012.7,83.92
460.41600000000005,16.22,46.36,1020.04,91.73
441.71000000000004,25.99,59.54,1007.78,74.48
450.59800000000007,20.84,59.8,1016.96,75.05
435.004,26.85,74.16,1008.66,93.8
485.57,7.24,39.04,1019.0,68.69
464.99399999999997,14.01,43.34,1016.95,83.41
457.11,17.66,44.9,1020.5,71.33
473.66,11.6,40.96,1023.95,86.83
459.97200000000004,16.72,44.78,1007.75,56.79
472.99800000000005,12.77,40.71,1014.66,72.81
473.32,11.08,38.16,1014.45,74.99
475.47,8.96,40.02,1031.21,82.32
467.37,9.86,41.01,1018.49,98.71
454.02,17.18,46.0,1002.74,100.1
464.27,14.5,53.82,1016.81,62.89
442.504,24.01,65.18,1012.57,76.02
438.36,24.79,67.83,1009.32,61.46
467.96,11.67,44.6,1018.09,92.53
440.4440000000001,21.28,70.32,1011.06,90.12
444.31,20.96,69.48,1011.04,82.63
431.68,26.57,73.21,1002.31,92.51
459.63,16.43,48.06,1010.73,61.26
444.06,26.22,65.34,1015.17,47.25
452.31,24.88,52.36,1014.45,68.39
470.45799999999997,12.22,40.71,1021.25,80.83
444.90200000000004,22.28,58.12,1014.54,83.27
478.762,9.14,37.36,1015.22,78.06
438.73,27.34,70.98,1008.82,71.42
444.19,24.9,58.49,1011.06,65.14
470.31800000000004,13.26,40.83,1007.97,90.63
449.794,21.86,64.45,1015.83,63.36
467.51,18.55,41.85,1015.24,62.47
434.37399999999997,26.26,74.9,1003.85,81.94
475.412,5.15,40.78,1025.34,95.84
478.24,10.8,39.58,1011.99,87.54
431.628,27.99,71.64,1007.79,72.67
453.78,18.4,50.16,1011.51,98.07
471.93,15.17,36.71,1013.5,77.44
472.36,13.18,40.83,1007.67,95.44
431.38,30.37,67.45,1015.35,45.6
435.20799999999997,24.88,71.94,1006.85,87.32
462.03,14.87,42.77,1017.94,75.06
442.73,20.34,69.45,1012.76,91.05
485.75,5.71,40.77,1022.51,89.58
436.12,28.62,79.74,1008.12,65.39
470.48999999999995,12.75,39.58,1010.8,77.31
452.678,19.76,48.92,1010.48,46.57
453.20199999999994,19.75,54.2,1011.43,83.5
476.17600000000004,11.61,41.17,1019.57,58.82
478.922,9.63,43.02,1012.4,68.41
444.3860000000001,26.65,63.78,1015.32,53.95
446.23,24.63,65.38,1010.43,40.68
456.434,19.94,56.53,1020.48,76.43
466.95799999999997,15.18,43.67,1011.59,92.58
443.61799999999994,25.79,63.9,1014.39,60.49
474.45200000000006,12.64,40.71,1024.2,65.21
439.20599999999996,21.7,70.32,1009.12,91.3
474.91,12.19,40.23,1017.45,82.07
436.99800000000005,27.73,67.69,1007.47,59.42
446.48,20.83,70.72,1009.56,89.37
461.45199999999994,16.7,46.18,1011.2,96.84
479.91,8.27,39.64,1011.0,84.64
442.27,27.17,67.45,1015.67,49.03
463.424,14.92,46.18,1014.21,98.82
437.45,27.47,66.86,1006.1,70.2
477.968,9.72,41.44,1015.17,84.41
446.57,19.97,50.78,1008.75,92.7
459.312,18.37,51.86,1018.8,74.3
471.68199999999996,14.85,40.8,1025.38,53.29
442.65599999999995,22.92,60.37,1007.05,89.94
469.216,15.2,40.55,1005.0,88.4
436.46400000000006,28.07,61.47,1008.68,64.83
479.21,10.72,41.17,1019.68,60.71
454.23,16.09,48.78,1015.78,91.12
459.89,18.68,53.29,1018.16,75.01
467.36,14.48,40.83,1009.42,81.74
442.54,28.41,61.47,1008.94,56.56
430.66,24.03,62.44,1010.96,79.88
432.628,28.31,74.33,1011.89,69.77
444.33599999999996,21.79,60.93,1006.44,87.68
430.21999999999997,28.53,69.84,1004.46,68.03
477.62,9.84,36.66,1026.7,70.02
425.89,34.66,74.33,1012.0,32.19
453.38,21.99,58.96,1014.09,61.3
437.57,23.69,73.67,1007.19,86.73
447.992,21.94,64.69,1007.39,77.58
462.302,14.51,49.83,1006.27,91.65
466.24,13.72,45.09,1012.95,87.41
463.12,15.03,43.71,1025.07,83.25
487.18,6.99,39.37,1020.19,75.06
437.738,28.03,68.67,1005.52,58.16
465.354,10.9,41.93,1014.96,96.24
491.84,5.51,41.03,1022.28,84.5
460.02799999999996,17.02,51.86,1021.53,81.28
464.75999999999993,14.39,44.21,1019.77,85.7
434.698,24.05,70.4,1006.83,92.35
449.07,20.99,50.78,1008.55,75.14
448.08,21.02,61.5,1008.52,77.74
427.78000000000003,31.01,69.13,1000.93,62.96
471.3839999999999,12.38,41.62,1012.37,84.15
435.61800000000005,23.37,70.94,1008.01,81.28
474.0,12.22,40.78,1024.02,85.46
461.678,15.28,48.14,1012.55,69.65
445.038,25.09,57.43,1013.2,70.42
452.59,23.87,50.39,1012.96,76.05
468.35,15.43,40.89,1010.63,73.03
448.54,24.34,48.78,1018.0,73.44
435.0,25.09,71.58,1010.17,86.01
459.52,16.37,53.16,1014.89,74.84
475.94800000000004,11.8,41.54,1020.0,65.85
437.572,24.85,68.37,1006.5,68.37
461.58,17.16,40.55,1000.26,72.21
462.05,13.09,54.3,1017.61,82.38
480.35,10.25,41.46,1018.67,84.41
438.78,28.39,65.51,1014.52,66.48
430.442,31.55,69.75,1010.12,58.36
445.44,23.84,49.21,1013.1,44.72
467.36,14.46,42.86,1031.34,69.84
441.09800000000007,24.16,65.06,1013.88,58.96
448.9,20.82,63.77,1014.28,86.37
453.77,17.0,49.78,1005.32,100.1
470.4,11.45,45.01,1018.88,92.12
457.43,18.26,58.96,1014.04,69.7
477.8,10.74,43.67,1011.75,80.1
439.372,20.89,67.71,1006.12,59.12
475.832,11.82,41.54,1019.96,67.65
440.09,25.44,65.06,1013.82,55.72
434.658,29.92,69.75,1009.12,67.15
449.16,21.11,58.49,1011.6,80.44
464.146,14.6,53.82,1016.28,64.83
444.96000000000004,25.96,63.78,1016.95,49.47
459.466,18.32,39.53,1008.15,64.85
440.524,21.36,68.28,1007.6,72.37
464.59,15.7,42.99,1007.51,76.05
441.14,26.82,75.08,1005.93,60.81
464.56,15.22,41.35,1003.12,95.45
436.37,27.68,69.34,1008.28,70.9
427.21,27.14,70.32,1007.08,73.08
443.63800000000003,28.99,54.2,1012.79,41.9
428.198,32.55,69.89,1013.87,40.09
442.6,27.01,63.78,1016.72,47.89
483.27,6.31,42.07,1004.61,77.74
447.05,23.31,60.08,1017.14,64.35
477.992,10.66,41.93,1016.12,94.16
427.51,26.82,64.96,999.72,63.55
467.2,12.36,45.09,1013.05,88.4
480.078,10.2,40.67,1016.15,73.2
434.174,29.17,74.34,1004.51,82.02
477.35,12.03,40.75,1015.93,85.07
431.74800000000005,31.27,69.13,1009.45,57.01
435.25,24.8,72.24,1011.58,83.61
434.02199999999993,24.43,72.43,1008.03,85.56
440.74,24.14,63.21,1012.28,89.08
438.68199999999996,28.13,56.9,1007.17,51.66
457.37399999999997,19.15,39.72,1001.49,58.62
478.07,11.05,40.75,1016.55,87.08
442.102,25.23,66.44,1011.37,51.3
431.15,26.86,70.47,1007.18,72.38
462.51,12.15,71.14,1019.56,86.06
462.36800000000005,18.5,41.85,1015.81,64.78
451.54800000000006,21.93,58.96,1014.23,58.58
471.46999999999997,10.14,45.01,1018.12,94.32
463.674,14.04,48.79,1017.62,75.25
440.17,24.14,60.07,1016.56,58.08
471.21400000000006,13.48,41.44,1015.64,71.46
465.108,14.26,43.34,1017.24,81.54
445.218,19.99,65.94,1012.28,75.42
457.526,16.52,53.16,1014.68,76.82
445.67,22.75,58.79,1011.44,84.47
467.61799999999994,15.31,40.66,1016.46,84.64
454.158,21.33,58.46,1016.17,79.73
428.27,30.28,74.67,1016.45,55.76
466.986,19.08,44.63,1020.05,41.07
443.9700000000001,23.94,51.95,1008.18,71.87
450.93,21.12,62.52,1015.62,78.98
440.98,22.61,60.27,1018.81,83.27
460.06,14.85,44.63,1020.67,75.76
442.84,27.26,63.77,1014.07,66.58
434.196,31.96,71.29,1008.39,47.51
439.25,25.3,58.46,1015.91,69.71
444.77200000000005,24.49,65.61,1014.71,63.47
435.47,24.44,72.99,1008.38,91.66
462.008,17.89,44.78,1010.03,53.78
473.04400000000004,11.92,43.8,1022.96,60.49
443.68,23.34,63.73,1012.1,79.11
454.02,18.89,66.86,1012.38,71.96
451.36199999999997,18.63,50.16,1010.21,97.13
441.468,24.43,60.07,1015.59,59.99
476.274,9.83,41.17,1019.34,72.29
461.55999999999995,16.68,43.14,1018.39,76.48
450.896,22.29,45.01,1012.4,51.58
486.83,5.63,39.22,1013.35,77.67
472.058,13.72,34.03,1018.57,65.95
473.86400000000003,13.02,45.51,1015.24,80.05
481.06800000000004,8.9,40.77,1011.67,90.26
433.41400000000004,26.44,71.73,1009.52,81.75
437.53600000000006,27.07,74.87,1010.09,58.97
433.47,27.74,70.32,1009.58,50.29
435.13,31.5,70.32,1011.44,64.09
452.816,21.81,43.77,1011.97,64.72
455.62199999999996,15.86,49.69,1015.59,87.26
444.25,20.31,69.94,1009.7,86.53
447.46999999999997,23.23,64.69,1008.12,76.6
449.96,18.39,52.08,1006.53,100.09
436.00199999999995,30.68,73.67,1005.63,57.05
435.446,29.09,67.07,1005.99,41.39
435.97799999999995,27.35,60.75,1008.98,67.56
430.994,28.46,73.67,1005.67,71.21
430.37000000000006,31.21,66.44,1008.57,65.76
452.784,18.89,63.09,1018.47,84.85
436.03000000000003,26.71,68.3,1015.07,62.7
464.07,13.52,42.07,1017.91,90.21
441.956,24.17,48.41,1008.46,76.19
485.03,7.67,41.66,1016.25,77.0
448.04,19.44,59.21,1018.5,88.35
431.308,27.0,69.4,1004.86,82.2
462.23,18.16,43.96,1012.78,78.33
450.21000000000004,19.28,65.46,1013.77,64.24
465.19399999999996,15.43,38.58,1016.58,81.17
460.07,16.32,43.5,1021.3,72.6
441.13,33.12,68.31,1010.3,42.29
485.29,8.48,38.5,1013.5,66.51
441.12600000000003,20.76,70.72,1009.73,89.04
457.24399999999997,18.76,52.9,1016.27,64.7
442.756,24.5,60.77,1017.15,73.66
429.76000000000005,32.4,68.14,1004.44,34.53
451.99799999999993,17.82,65.48,1019.64,86.6
435.172,27.27,67.9,1006.36,62.12
444.84,20.14,65.06,1014.81,80.01
442.02,24.8,65.48,1018.56,62.05
435.6,26.42,71.06,1008.12,87.32
463.73199999999997,15.34,41.96,1012.08,100.12
437.506,28.66,50.05,1006.08,47.74
462.16799999999995,14.2,52.75,1025.64,61.02
436.936,26.12,75.6,1017.41,72.31
443.60599999999994,24.14,62.66,1007.33,73.27
454.86,23.43,54.42,1013.58,70.99
479.11,10.41,36.71,1022.02,84.56
448.212,23.27,60.84,1019.13,67.24
457.94,18.36,53.16,1013.14,79.89
458.62399999999997,15.8,40.66,1016.15,88.24
443.512,22.95,63.94,1013.87,80.37
452.83599999999996,19.79,60.1,1010.47,84.04
432.142,34.43,68.51,1010.17,34.09
436.808,26.31,68.51,1013.26,68.66
471.52200000000005,11.94,44.6,1018.69,85.33
471.26000000000005,10.82,39.96,1025.53,95.89
462.37,17.49,40.55,1001.73,73.15
447.16,26.23,59.87,1012.93,66.62
466.36400000000003,7.26,41.22,1014.86,97.82
474.75,9.42,41.4,1029.21,86.4
463.87600000000003,16.85,39.64,1008.82,80.81
447.04,26.31,52.09,1013.39,53.59
432.288,30.69,69.89,1013.9,42.85
459.98799999999994,16.55,39.64,1009.07,77.8
456.28,16.29,50.88,1013.79,99.15
470.63,12.49,38.25,1012.61,83.32
479.32,10.15,41.46,1019.56,81.79
449.108,21.71,58.05,1013.07,85.75
467.338,13.92,44.47,1029.36,70.86
446.67600000000004,24.04,51.95,1006.13,73.92
444.84399999999994,20.03,69.45,1013.47,86.66
430.98600000000005,31.7,76.09,1007.06,72.39
433.802,26.0,69.88,1007.99,87.07
435.66,25.35,74.33,1015.29,77.84
452.526,24.49,49.82,1017.09,64.02
443.71000000000004,24.27,63.87,1018.88,53.96
446.03599999999994,24.51,58.79,1016.11,61.7
467.108,12.06,52.72,1024.53,80.05
457.4219999999999,18.53,48.98,1014.24,74.29
464.45,18.31,42.23,1012.88,79.32
444.276,24.97,63.86,1018.64,52.01
472.07399999999996,10.02,39.96,1024.88,96.85
434.92,25.45,72.24,1011.44,80.54
440.3,26.74,49.02,1008.18,67.59
445.79200000000003,23.45,51.95,1005.23,76.17
477.03,11.1,44.85,1014.27,65.08
447.996,24.16,60.29,1018.09,63.49
487.33,5.45,39.04,1020.07,77.05
445.046,24.99,51.43,1006.95,79.63
450.5,18.32,65.94,1012.74,86.77
441.5559999999999,21.63,71.85,1009.44,76.89
479.14,8.53,38.18,1017.54,76.49
441.63800000000003,28.85,59.27,1011.69,51.8
445.908,23.23,60.32,1016.73,78.35
487.03599999999994,4.93,38.44,1015.65,71.47
