PE,AT,V,AP,RH
455.0223693847656,18.41,44.89,1009.75,77.24
432.0946350097656,32.09,70.4,1003.73,55.65
432.80401611328125,33.4,70.8,1009.17,57.01
463.62,11.83,44.21,1019.37,85.31
492.22,6.33,39.33,1012.06,93.16
463.93,15.02,37.64,1016.49,83.28
438.1839294433594,28.93,74.78,1009.48,56.4
467.32,14.81,39.58,1011.62,73.64
464.8086853027344,13.25,41.62,1010.8,77.81
450.33,18.27,65.94,1013.09,84.72
441.54,23.77,51.43,1006.67,84.09
473.42,12.8,44.34,1016.52,86.73
463.3964538574219,13.94,47.83,1004.83,81.2
459.8388977050781,16.44,43.96,1013.66,76.31
440.412109375,29.53,64.44,1013.22,59.75
430.4322509765625,29.1,70.4,1003.97,77.57
481.37,6.04,41.14,1027.92,87.12
434.97,25.11,62.26,1011.12,78.01
464.31268310546875,17.13,42.86,1014.15,73.6
458.6,20.54,49.15,1021.02,56.0
466.31036376953125,14.02,44.47,1028.02,68.97
471.79,10.22,37.83,1005.94,93.53
432.034912109375,31.46,77.17,1009.26,59.61
442.26,23.64,71.25,1004.92,93.87
436.33,26.69,59.21,1012.55,57.59
434.98,25.1,69.89,1015.42,85.81
484.3412780761719,6.23,40.96,1022.49,93.15
468.6835632324219,13.74,38.73,1004.34,82.82
443.67,27.35,61.47,1008.43,70.65
438.3036804199219,26.84,70.36,1007.41,71.47
438.6213684082031,23.69,77.54,1009.32,89.7
455.3879699707031,21.06,50.59,1016.42,66.12
475.08,12.28,43.67,1012.69,70.23
444.04,22.35,58.59,1013.99,79.78
487.24,6.12,40.81,1014.77,88.15
430.4941101074219,32.31,66.44,1009.6,63.92
474.0606689453125,9.1,39.42,1025.28,68.78
465.98,12.99,42.34,1018.04,96.25
433.64,25.75,71.14,1008.33,77.12
447.14984130859375,22.92,58.62,1016.37,71.38
472.8077087402344,12.33,39.28,1011.84,80.01
469.17,13.66,41.67,1013.43,80.56
453.11627197265625,22.24,60.07,1015.93,62.25
466.88,13.48,41.26,1021.92,78.24
442.470703125,26.6,63.07,1011.97,61.3
431.23,31.82,71.29,1008.44,41.7
453.53179931640625,18.35,62.1,1019.97,78.36
430.231201171875,31.44,72.86,1003.74,61.45
448.6295471191406,19.94,50.78,1008.78,92.07
450.67132568359375,18.13,60.1,1009.67,84.75
466.762939453125,12.28,42.34,1019.19,95.8
453.94,18.6,60.1,1009.91,87.13
450.9690856933594,21.01,60.1,1010.93,78.6
441.04,27.64,75.6,1017.35,54.78
463.67,13.47,41.14,1026.09,82.96
482.17,7.96,38.91,1016.35,89.17
455.96,16.81,45.87,1008.7,98.0
445.9664001464844,22.69,58.46,1017.74,75.21
440.53045654296875,25.74,68.94,1007.7,67.56
486.64068603515625,5.75,42.07,1004.24,78.23
432.94,29.54,74.99,1005.0,69.69
440.4,27.36,63.31,1013.7,51.58
466.91046142578125,11.75,35.76,1018.99,57.92
467.50213623046875,12.02,40.66,1017.27,96.72
433.1037292480469,31.02,69.51,1011.16,47.64
447.42,20.11,50.78,1008.73,93.24
465.43365478515625,12.24,41.62,1013.38,90.26
439.1341247558594,29.11,74.78,1009.6,56.93
472.65,12.58,43.67,1012.86,94.01
438.7,25.21,59.21,1013.19,62.85
431.77,25.64,68.08,1011.06,71.06
469.52,15.5,39.16,1016.24,78.13
440.16,28.61,70.36,1006.95,73.06
486.9554138183594,6.57,42.07,1004.48,74.82
437.9049072265625,29.5,71.14,1011.27,52.81
439.66,27.4,66.48,1004.71,51.5
445.5303955078125,22.06,43.43,1010.46,58.01
434.6,23.35,71.77,1005.99,90.79
481.7747497558594,6.76,40.62,1015.67,87.16
445.4,20.62,48.41,1007.37,87.51
436.99,27.2,65.18,1011.47,47.14
435.8500061035156,24.17,71.25,1003.9,90.36
467.6084899902344,12.88,44.0,1022.71,88.58
428.9,29.23,74.22,1008.49,57.88
468.37,11.62,43.48,1016.66,76.32
438.0359191894531,28.41,66.91,1008.22,57.93
437.115478515625,29.25,67.32,1013.88,38.57
485.6488952636719,5.43,39.9,1007.5,86.27
477.65,10.28,39.64,1010.45,74.15
479.78,7.95,37.49,1009.32,80.8
459.78,17.33,53.16,1013.77,82.77
471.93,11.02,41.26,1020.69,92.13
467.46,14.41,43.13,1016.32,59.55
455.70703125,19.69,56.65,1020.72,70.86
488.4344482421875,6.65,38.5,1014.01,87.6
480.2,8.88,36.66,1026.61,76.16
449.58,16.46,48.6,1006.08,89.0
451.17,20.2,60.1,1010.66,84.24
439.81732177734375,22.87,74.22,1009.36,93.05
437.99,28.83,71.32,1006.28,75.65
464.7,16.7,36.99,1006.19,89.33
451.9121398925781,22.36,64.15,1021.05,68.43
448.4772644042969,23.96,46.93,1013.98,47.22
441.9907531738281,23.19,60.75,1008.33,82.0
432.928466796875,25.65,68.08,1011.27,75.26
472.95538330078125,13.22,40.83,1007.82,92.72
452.77,18.75,44.9,1007.99,75.76
442.0966491699219,28.02,63.9,1013.96,46.2
447.9,23.09,63.91,1012.23,83.25
443.21990966796875,26.21,65.12,1016.06,44.31
427.28,33.8,64.96,1004.88,49.37
442.1410217285156,26.45,47.43,1008.87,53.25
432.01,30.82,78.87,1012.06,70.69
464.5640563964844,14.22,44.99,1012.0,75.28
437.1553039550781,29.45,75.6,1018.12,50.68
485.92510986328125,6.99,35.19,1019.32,68.95
446.3348083496094,22.43,55.97,1008.97,85.98
453.7686767578125,16.57,63.31,1016.19,81.02
436.57,23.75,66.54,1004.41,85.44
428.39,29.05,71.85,1008.6,78.69
466.78,13.28,43.8,1023.17,63.98
480.7,7.76,37.7,1014.82,76.47
469.7316589355469,14.93,39.39,1014.31,80.68
450.22,18.5,47.45,1009.23,83.21
444.1088562011719,24.35,58.79,1010.13,72.1
435.9770202636719,26.66,70.02,1010.88,58.37
464.69244384765625,12.05,48.04,1009.14,100.13
469.23,14.79,39.54,1007.25,82.54
471.14923095703125,10.33,43.99,1020.7,96.68
439.5929870605469,28.23,64.05,1011.98,75.23
438.29,24.91,69.89,1015.25,82.39
438.5860595703125,23.82,73.67,1007.26,88.16
474.42,10.44,37.83,1006.31,97.2
432.063720703125,28.74,70.32,1008.15,45.99
429.58,30.7,67.69,1005.92,51.58
451.67,17.12,58.95,1016.74,90.41
484.1826171875,6.71,40.96,1022.71,91.89
437.7313232421875,29.08,70.83,1007.98,51.95
477.76324462890625,12.48,39.85,1012.93,60.23
463.11309814453125,15.92,44.85,1015.84,59.99
459.97,16.37,54.3,1017.94,63.63
472.19,12.05,40.55,1016.63,100.14
450.87152099609375,21.55,44.57,1006.03,71.54
470.7855529785156,13.52,40.83,1009.94,87.53
441.0029602050781,24.21,70.98,1007.02,95.57
445.0511779785156,24.87,58.33,1013.76,54.55
430.06,28.55,72.43,1007.2,65.82
439.2110290527344,26.93,62.44,1011.02,70.05
459.72,18.59,41.1,1001.93,58.16
443.28460693359375,23.59,59.43,1009.96,65.8
445.17,23.83,50.32,1008.41,72.23
457.9056091308594,17.86,50.88,1015.59,88.28
463.4,17.01,50.59,1015.8,80.95
450.1756591796875,20.04,58.2,1017.56,74.31
443.13,27.32,76.09,1007.77,74.64
440.5951843261719,31.13,64.05,1011.51,61.27
454.87,19.69,56.65,1020.86,70.02
473.09197998046875,12.0,39.96,1011.73,77.77
487.19,7.97,38.5,1013.84,72.36
479.9748229980469,8.14,41.26,1020.61,91.28
437.5429992675781,28.07,68.08,1013.13,44.67
469.9779052734375,13.44,40.69,1014.54,77.97
461.97,14.8,43.99,1022.89,85.25
461.1319580078125,16.98,43.99,1021.65,81.17
463.32,15.29,44.88,1018.85,73.67
454.9140319824219,19.35,64.15,1021.37,68.53
441.05,21.65,58.18,1008.33,95.28
440.94,22.18,59.39,1014.82,85.31
433.63,28.15,74.9,1003.67,76.32
475.23,7.74,39.96,1025.78,95.81
438.1,26.48,51.43,1006.76,74.3
435.99151611328125,27.6,67.25,1017.78,54.25
472.9,10.57,41.26,1008.32,97.96
437.80352783203125,23.28,68.28,1000.79,81.35
465.24,14.6,44.47,1028.46,69.96
432.8484802246094,30.6,72.29,1010.54,41.52
443.63714599609375,25.4,65.34,1013.11,53.93
460.60028076171875,16.52,44.88,1017.61,90.08
479.03,10.42,44.85,1014.18,88.36
461.0283508300781,15.55,45.09,1014.33,62.19
464.91839599609375,14.12,41.39,1018.73,76.51
465.78,16.57,43.7,1015.67,71.95
431.19,34.09,68.51,1009.0,32.96
457.66705322265625,22.25,43.79,1015.78,52.68
457.93646240234375,21.51,48.92,1010.36,38.27
495.5203552246094,5.37,40.07,1012.75,63.58
436.15692138671875,26.94,71.14,1011.63,62.74
440.81,22.57,68.3,1017.43,87.69
450.04,24.33,46.93,1013.61,53.02
445.50518798828125,21.3,59.39,1013.83,84.53
430.70306396484375,30.9,69.4,1003.53,66.69
459.9168701171875,16.29,53.82,1014.97,73.15
464.7,12.46,40.73,1017.53,93.47
442.5826721191406,28.44,74.93,1013.88,52.0
459.6083984375,17.85,45.64,1020.11,82.94
441.4648742675781,25.56,50.05,1005.67,69.29
439.02,23.85,72.43,1008.01,88.34
456.2788391113281,19.83,46.33,1013.27,96.4
443.3,24.12,62.44,1013.83,88.02
450.01,22.54,61.27,1019.12,54.02
483.4543151855469,8.94,41.38,1021.5,79.45
460.7439270019531,16.0,43.34,1013.58,78.87
433.5367126464844,32.83,74.16,1007.57,60.2
440.0911865234375,24.6,67.69,1008.67,67.69
451.94,17.9,52.08,1006.41,100.09
450.33,23.81,60.08,1017.29,62.66
426.8,30.55,68.24,1009.43,63.84
465.5536193847656,14.39,44.85,1014.19,75.16
483.5202331542969,8.36,40.67,1014.99,73.65
444.09,29.03,67.79,1010.67,55.42
462.1148681640625,17.68,44.92,1024.55,69.7
468.432373046875,13.51,40.1,1014.29,86.34
453.8820495605469,19.11,60.29,1017.1,76.62
461.74,17.46,40.22,1006.7,91.96
451.16,23.7,64.45,1012.87,38.24
468.63629150390625,13.68,44.47,1027.81,69.53
438.53,26.39,49.02,1007.62,70.82
477.2,8.05,40.62,1018.16,73.67
461.53656005859375,18.4,40.79,1006.18,92.36
462.53192138671875,14.75,40.66,1016.7,81.65
431.26,31.66,73.91,1004.49,68.13
479.8794250488281,5.28,45.87,1008.25,97.88
441.5614929199219,24.42,65.94,1011.25,65.04
480.9906311035156,8.68,39.61,1021.54,77.98
433.09527587890625,25.68,68.27,1008.05,68.48
466.86,18.19,41.85,1014.93,61.37
486.53,4.44,38.44,1016.14,75.35
462.72,14.42,44.88,1019.35,59.17
475.6,10.57,41.55,1003.62,67.89
445.73,27.83,72.29,1012.04,48.86
438.9646911621094,28.94,62.26,1010.64,50.41
477.9756164550781,11.02,44.58,1016.4,83.57
439.33154296875,29.05,75.6,1017.63,51.16
431.03,31.37,76.86,997.34,62.94
482.34564208984375,7.54,40.72,1023.82,85.15
441.86,27.57,70.36,1007.18,71.1
448.86578369140625,18.81,52.08,1004.43,99.6
466.2242431640625,14.54,41.16,1000.0,81.34
486.34,9.55,40.67,1018.56,70.72
452.37,18.55,46.48,1007.34,80.67
466.83,14.59,41.23,999.48,86.66
439.41156005859375,28.7,49.16,1004.42,36.51
457.9820556640625,14.63,40.0,1018.03,63.4
439.2454833984375,29.4,57.19,1008.34,53.95
447.6381530761719,20.76,57.25,1011.01,90.31
467.5239562988281,15.03,35.71,1015.26,56.55
465.3966064453125,13.42,40.92,1022.84,75.89
428.48,35.01,74.67,1016.1,26.3
463.89,17.34,47.03,1013.36,98.13
432.65,26.2,72.24,1011.3,78.29
465.61,17.48,44.71,1014.99,36.71
481.52838134765625,7.75,38.06,1020.83,83.39
451.8926086425781,18.99,59.27,1012.15,89.39
437.63836669921875,26.8,49.3,1003.86,62.75
427.95,31.7,69.13,1000.29,46.27
452.6778259277344,22.83,41.1,1002.0,38.62
451.64,22.42,62.52,1016.83,63.27
469.59967041015625,13.78,39.85,1012.7,71.99
446.09,24.81,60.95,1014.72,54.71
446.2039489746094,25.37,58.33,1013.49,51.42
450.49932861328125,21.24,44.57,1008.72,72.57
473.0474853515625,11.61,39.69,1006.85,83.69
457.7,15.79,49.21,1015.08,75.8
485.03759765625,6.84,41.06,1021.04,89.59
431.26,25.53,71.85,1009.19,74.7
489.07,3.51,35.47,1017.53,86.56
482.8,7.0,35.77,1018.21,64.84
466.2,12.71,43.8,1023.15,71.16
435.9544372558594,25.33,71.73,1009.78,77.78
432.134521484375,30.91,79.74,1006.92,56.32
458.57,17.79,43.52,1020.65,68.29
434.1226501464844,32.15,72.29,1010.13,50.19
453.15557861328125,16.96,63.31,1016.42,77.09
435.0514831542969,26.48,68.14,1004.83,55.96
453.34857177734375,19.88,47.03,1012.27,91.99
457.5470275878906,16.18,50.88,1014.06,100.09
474.94,10.59,38.38,1021.58,68.23
462.12,17.51,39.54,1010.22,71.53
449.01,23.63,63.57,1011.05,87.96
435.11669921875,24.6,71.73,1010.08,78.77
433.4823913574219,28.01,73.18,1012.25,75.02
434.47,23.67,71.77,1004.76,86.13
463.5456848144531,15.21,43.5,1021.6,82.06
483.1889343261719,9.38,41.44,1015.09,86.8
456.75,14.93,41.79,1008.88,81.48
439.74,28.18,73.03,1014.18,67.72
440.68,24.86,60.77,1016.85,71.24
475.2984313964844,12.14,40.83,1010.56,78.31
429.1834411621094,31.24,72.39,999.47,68.17
443.64544677734375,25.2,65.59,1013.0,71.34
442.67,27.02,61.86,1012.38,70.28
440.83905029296875,27.09,59.15,1013.02,55.18
470.28,13.7,42.86,1030.68,79.77
486.52911376953125,6.61,38.91,1015.77,92.31
474.09,10.1,41.79,1019.36,78.07
440.2040710449219,23.02,69.94,1007.94,64.66
446.0736083984375,23.69,58.05,1012.08,74.26
440.73,22.5,64.69,1007.03,74.92
456.185791015625,19.66,42.18,1001.51,95.75
444.8934020996094,24.71,60.77,1016.67,69.7
463.5230407714844,15.62,41.23,992.89,83.99
466.5897521972656,15.28,44.58,1016.45,83.07
453.29,20.67,57.5,1014.42,81.89
454.78,20.79,50.66,1013.39,77.93
439.79,24.54,48.41,1008.61,73.53
448.66,25.21,64.63,1020.56,51.31
425.5,34.18,67.9,1005.87,30.34
428.2311096191406,29.85,68.24,1007.01,30.99
455.0151672363281,18.37,44.89,1010.61,86.74
456.03,19.87,49.69,1012.23,68.57
437.48028564453125,25.28,66.25,1009.77,84.55
467.9425964355469,13.47,43.34,1012.75,87.04
463.99,13.7,43.22,1012.01,71.57
447.7420959472656,20.91,59.14,1017.25,74.7
451.0590515136719,19.09,65.94,1012.53,81.06
477.0390625,9.33,44.03,1011.73,86.04
478.71,10.11,44.85,1014.2,84.81
434.4,28.64,69.23,1013.11,37.13
433.57,29.86,69.34,1007.76,54.12
443.09,24.42,62.66,1007.65,71.57
465.19549560546875,13.49,43.41,1015.75,57.86
434.8331298828125,30.1,47.93,1002.64,42.06
480.8341369628906,9.43,43.69,1017.28,91.8
443.98,24.78,50.78,1008.81,62.97
454.39,20.6,60.08,1017.84,75.92
468.6713562011719,14.77,39.16,1016.12,81.88
453.54,17.26,49.78,1007.38,100.06
448.1033935546875,24.48,64.45,1014.69,51.43
439.69464111328125,25.57,44.05,1005.79,65.14
475.61,11.82,41.17,1019.5,55.74
437.23486328125,25.46,70.32,1010.65,64.7
443.54,23.75,59.07,1007.73,88.82
440.66,24.2,59.43,1009.69,62.3
431.9378967285156,27.62,72.43,1007.54,71.33
466.60009765625,14.4,42.18,1015.47,77.7
465.22,14.1,43.34,1012.91,86.45
480.19,6.07,41.14,1027.57,86.98
456.84,17.31,58.49,1011.8,92.77
481.55,9.19,42.44,1014.38,94.24
464.8267517089844,17.5,42.44,1012.55,76.85
449.93,20.57,63.78,1016.76,74.0
467.44,12.28,41.49,1019.73,94.79
440.85,22.99,61.02,1009.88,81.56
439.83,28.38,64.05,1010.19,71.84
459.73,17.57,44.06,1015.43,72.75
483.0937805175781,8.36,38.91,1016.27,88.82
488.67083740234375,4.86,39.4,1012.73,91.39
470.84,16.7,40.56,1019.04,50.9
491.77,6.22,39.33,1012.31,93.23
441.6484680175781,27.47,63.78,1016.07,48.47
438.8653869628906,21.99,71.85,1009.5,74.77
440.9699401855469,24.67,61.5,1009.06,72.77
481.6055908203125,8.62,42.49,1009.06,86.93
442.45,18.14,67.71,1003.82,95.69
450.25,20.33,57.76,1016.47,75.35
442.9285583496094,26.1,58.9,1004.18,71.63
487.69415283203125,4.0,39.9,1008.46,97.21
441.33,22.26,60.37,1008.14,92.37
450.08,23.57,64.15,1020.95,68.19
464.1121520996094,17.7,43.69,1016.98,61.98
478.51214599609375,9.47,41.4,1026.21,89.08
460.2981872558594,16.69,50.9,1013.21,84.98
477.5970458984375,9.82,41.04,1026.72,77.28
471.7505187988281,10.78,41.93,1015.56,95.71
444.2851867675781,25.63,48.92,1009.99,34.64
475.88,9.29,35.77,1015.34,63.29
467.15728759765625,9.86,37.83,1005.05,100.15
478.88,11.37,40.56,1017.56,64.8
437.98,25.79,70.4,1007.11,86.03
439.2635803222656,24.93,70.32,1007.34,61.25
440.28,28.41,75.6,1018.48,56.07
473.87,9.25,41.26,1020.51,91.21
434.6534729003906,26.49,71.73,1010.07,74.48
463.7322692871094,15.98,39.64,1009.31,81.21
449.1446838378906,20.77,56.85,1012.4,83.63
471.84,13.69,41.74,1021.19,60.86
444.3796081542969,26.03,64.44,1012.75,62.24
474.16,9.43,41.4,1028.03,84.98
433.417724609375,26.37,69.84,1002.71,83.51
485.46221923828125,7.64,41.17,1020.01,75.14
442.63922119140625,28.76,51.43,1011.88,49.79
437.82281494140625,27.84,68.08,1013.34,46.19
478.05,9.42,39.64,1010.86,74.03
446.1098937988281,25.08,51.43,1011.8,71.98
442.78,21.73,61.45,1010.27,91.59
486.7230224609375,5.18,41.31,1000.59,92.14
446.7404479980469,21.17,58.46,1017.71,83.98
438.1197204589844,22.52,66.48,1003.87,78.29
469.9317932128906,12.76,41.48,1014.06,70.34
435.84,27.71,62.39,1006.43,68.21
449.11,24.66,48.78,1018.39,71.79
480.53,7.2,40.02,1031.71,69.89
485.94,6.14,39.4,1011.21,90.87
442.0,23.0,60.27,1018.72,84.25
472.52,13.26,42.99,1007.58,94.26
447.3110046386719,22.34,52.84,1004.05,73.96
470.06488037109375,12.31,37.73,1023.3,63.01
444.3478698730469,23.63,58.98,1010.99,81.16
438.35,23.39,68.51,1013.09,78.6
426.87,28.8,71.77,1006.41,66.03
434.21,23.28,72.24,1011.3,90.5
443.01,28.6,71.22,1003.15,58.33
458.45379638671875,15.89,41.7,1018.93,82.68
459.15,15.46,42.07,1017.9,81.12
445.66,22.86,62.4,1010.59,78.24
443.66595458984375,20.9,67.07,1005.43,82.85
459.8414306640625,17.75,49.25,1020.86,63.67
443.2969665527344,25.93,60.29,1017.62,50.03
443.8293151855469,23.99,50.32,1008.41,67.4
451.5801086425781,18.76,56.53,1020.04,86.62
488.927490234375,7.44,38.5,1012.81,70.27
442.42694091796875,25.18,65.06,1013.64,55.77
475.69,9.12,41.49,1020.58,96.23
446.7689514160156,20.01,59.87,1019.0,84.12
430.0,30.66,73.77,1003.13,78.09
432.52,32.2,72.29,1008.61,69.94
464.25,14.77,44.47,1028.38,71.18
469.5454406738281,13.48,39.35,1014.56,81.25
447.14,20.64,61.86,1012.81,99.97
461.27349853515625,17.42,44.06,1016.63,82.15
450.7654724121094,18.76,58.79,1016.66,88.22
432.9587707519531,31.16,69.88,1007.01,68.28
459.09,18.05,56.03,1020.69,77.87
478.2873229980469,7.29,41.04,1024.06,89.19
432.57177734375,30.36,68.08,1010.76,51.32
478.7127990722656,8.81,43.14,1012.46,73.99
455.66,21.17,59.8,1016.06,77.73
463.8096923828125,18.0,43.7,1015.4,61.28
470.2941589355469,13.2,44.9,1022.43,87.68
441.37,28.16,70.72,1009.81,65.32
472.07,14.84,43.69,1016.31,68.67
437.48,30.2,70.02,1009.85,63.39
484.2279357910156,6.53,42.85,1012.65,91.6
432.55108642578125,29.51,75.6,1017.92,50.61
473.3172912597656,12.58,39.72,1018.08,64.25
469.59,12.12,38.28,1013.7,91.27
486.0503234863281,3.74,35.19,1018.58,98.84
432.75836181640625,30.98,71.29,1008.78,47.7
466.53,14.09,44.47,1029.08,72.36
440.36,24.84,56.89,1012.15,67.24
465.77,14.79,44.06,1018.53,74.79
483.19,9.7,40.71,1025.63,80.34
437.62,28.55,65.27,1013.34,48.95
460.12969970703125,20.98,42.23,1012.9,70.7
465.5909423828125,15.86,39.82,1013.12,77.37
466.56451416015625,15.29,41.35,1006.32,82.56
468.90911865234375,13.31,42.18,1016.0,83.94
462.94659423828125,16.78,39.63,1005.84,87.91
458.1250305175781,19.66,45.01,1014.42,60.14
444.07,23.73,59.15,1014.08,62.65
432.96343994140625,33.63,77.54,1009.82,58.04
433.5337219238281,25.56,69.13,1002.46,68.26
432.64044189453125,27.95,77.54,1010.12,78.97
434.05,26.92,67.25,1017.74,61.68
476.28533935546875,10.2,41.46,1019.12,83.26
454.453369140625,16.09,65.46,1013.84,85.52
431.96697998046875,33.82,77.17,1008.96,58.91
465.4540100097656,13.85,44.9,1019.11,76.79
469.79,15.24,39.39,1013.01,74.24
470.67340087890625,10.03,43.72,1011.46,96.89
455.20843505859375,17.2,58.49,1012.06,92.01
465.8667907714844,12.72,40.64,1021.11,93.24
434.30999755859375,25.97,70.32,1007.48,57.01
474.9674987792969,10.1,40.22,1007.1,90.36
474.57,10.48,37.5,1009.81,95.26
431.35,25.84,69.14,1009.22,88.47
454.4866027832031,18.51,48.06,1015.14,79.83
450.86,22.82,60.08,1017.95,65.71
478.1297607421875,8.76,40.96,1025.21,90.72
489.22,6.49,39.33,1010.85,91.85
453.99,21.01,50.9,1012.24,70.82
467.232666015625,13.31,40.1,1014.81,82.11
439.73,26.13,71.64,1004.16,87.18
489.0018615722656,5.34,39.22,1012.73,81.42
483.481201171875,8.72,40.72,1023.48,77.87
439.1009521484375,25.32,71.94,1009.94,62.93
443.87030029296875,25.68,58.41,1013.71,70.61
442.25,24.04,60.77,1017.62,75.23
447.73,20.21,60.84,1018.5,82.73
442.1894226074219,25.97,57.32,1012.13,47.48
442.98,25.68,46.21,1011.01,57.53
448.04,19.51,66.51,1015.28,80.75
434.9830627441406,27.57,71.32,1002.59,76.68
480.0193786621094,10.15,41.46,1019.78,83.56
463.7361145019531,13.75,41.49,1019.9,88.23
476.68,11.02,41.44,1015.28,83.53
461.13916015625,19.44,39.53,1006.99,63.18
464.0,14.83,53.82,1016.57,63.47
440.4650573730469,25.59,61.5,1009.12,68.0
435.1742248535156,27.29,71.32,1006.39,81.59
431.66,31.04,66.54,1003.83,53.05
431.75,28.15,72.24,1010.88,62.39
442.3016052246094,25.3,71.29,1007.86,62.98
471.75299072265625,10.76,40.78,1023.81,87.96
482.21,6.81,37.49,1010.74,88.25
434.09,25.41,77.54,1009.68,89.09
473.9931335449219,9.82,37.83,1005.29,100.07
466.2314453125,15.3,43.67,1011.75,95.31
474.08,12.64,40.69,1015.86,82.06
468.41,12.51,41.92,1031.21,64.66
450.84588623046875,17.78,58.95,1016.32,89.61
441.78,28.4,75.23,1011.12,55.01
483.71,7.49,39.81,1018.2,85.96
475.2970275878906,11.67,42.74,1025.92,79.57
430.48,28.68,70.32,1008.51,45.73
477.53,10.24,39.28,1010.13,81.61
457.91,22.95,45.61,1013.65,73.92
483.11468505859375,7.95,41.26,1008.48,97.92
487.8,5.72,40.81,1025.78,92.46
432.51300048828125,24.24,68.3,1018.03,81.51
433.8182067871094,30.01,73.18,1012.23,60.9
474.68,9.36,44.03,1010.3,87.2
450.7888488769531,22.44,63.86,1020.0,64.83
445.12,21.39,64.27,1011.71,95.39
440.0,26.78,66.54,1010.14,49.01
458.67,16.76,45.09,1014.28,57.71
473.05,10.12,43.72,1011.33,97.62
449.3710021972656,19.84,65.48,1019.54,76.6
439.94622802734375,28.32,66.54,1010.28,45.6
479.9748229980469,8.25,41.26,1020.59,91.84
440.1605529785156,24.2,68.67,1006.72,78.08
434.5697937011719,28.32,71.32,1008.02,78.82
449.81,22.29,61.27,1019.05,58.23
434.05,29.05,69.71,1009.03,64.25
455.5522766113281,17.34,46.48,1007.18,83.15
465.74,17.25,39.39,1014.27,67.8
469.1597595214844,13.82,42.32,1016.32,81.19
434.56732177734375,27.05,77.95,1009.57,76.56
460.7,15.99,43.5,1021.34,73.22
445.6864318847656,26.01,58.41,1013.56,70.84
440.38,31.31,67.48,1009.71,57.06
446.2716979980469,25.57,65.46,1014.81,38.58
461.7978515625,16.74,38.01,1022.63,69.19
456.04,20.35,56.53,1020.23,70.05
487.05,6.71,39.37,1020.28,71.15
471.8217468261719,12.84,39.54,1011.47,89.86
431.51470947265625,29.57,67.83,1009.19,55.74
454.0511779785156,20.46,51.43,1010.06,83.79
435.77398681640625,29.29,71.14,1011.49,49.97
476.8726806640625,10.13,38.16,1013.57,79.04
437.58,26.93,59.54,1004.02,75.5
466.1318664550781,14.39,43.56,1012.97,59.17
489.1,5.18,40.27,1010.84,81.64
452.67,20.1,57.17,1011.96,87.68
480.1090393066406,8.53,43.14,1012.25,78.88
444.69,24.1,52.84,1006.47,47.58
477.24041748046875,9.29,34.03,1018.84,74.81
448.4868469238281,22.07,58.95,1017.98,75.83
435.82,23.57,61.47,1009.27,84.17
452.96,20.45,59.8,1015.13,79.21
464.86,9.97,41.62,1013.99,96.02
437.81,26.62,76.2,1006.06,69.13
437.2,27.11,69.59,1008.56,79.2
453.27,19.51,48.78,1021.03,86.33
459.8084411621094,18.01,54.9,1017.04,77.82
467.01,14.41,40.71,1016.78,69.77
434.1620178222656,24.66,72.24,1011.35,77.45
477.05,10.59,41.54,1019.94,73.88
472.47,12.28,40.55,1005.72,98.56
470.5655822753906,11.19,40.64,1020.57,84.49
470.79,14.62,42.86,1015.56,84.5
475.8868408203125,10.05,37.14,1012.64,75.97
437.5458984375,24.91,71.29,1008.29,69.06
438.74,30.96,69.82,1009.6,51.55
434.7071838378906,30.31,74.16,1010.69,58.81
456.41,17.47,43.77,1012.25,76.78
